Team,Opponent,Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
USF,RU,7005,7,S7,2,0,1,1,3,1,0,0,1,2,1,1,3,1,0,0,5,14,3.0,2,0.5671641791044777,0.03535464217551643,-0.11140000000000003,6,4,Away
USF,UCLA,7008,7,S7,3,0,0,1,1,3,0,0,2,5,1,1,2,1,0,0,2,16,4.0,1,-0.9104477611940295,0.1962688447890763,0.3627,6,3,Home
USF,UVA,7001,7,S7,1,0,0,3,4,2,0,0,3,3,3,0,2,1,0,0,7,20,4.0,3,1.0895522388059704,0.02257486195649465,-0.1639,6,3,Home
UVA,LBS,7009,7,S7,3,0,0,0,2,1,0,0,3,5,1,3,0,0,0,0,2,15,4.0,0,-1.7482453802416487,0.2734721024019836,0.33109999999999995,6,3,Away
UVA,MICH,7004,7,S7,2,2,1,1,2,1,0,0,0,2,1,3,3,0,0,0,6,16,3.0,4,2.567164179104478,-0.1514923492407744,-0.4439000000000001,7,4,Away
UVA,UCLA,7011,7,S7,4,1,0,0,1,1,0,0,0,1,0,4,2,1,0,1,2,10,3.0,1,-0.4328358208955222,0.11562512929995267,-0.028299999999999992,7,4,Away
UVA,UCLA,7015,7,S7,5,2,0,2,3,2,0,0,4,6,3,2,2,1,1,0,7,26,6.0,2,-0.7466240227434251,0.2522280181544163,0.16170000000000004,11,4,Home
UVA,USF,7001,7,S7,1,1,3,0,0,0,0,0,1,4,1,2,1,0,0,0,4,13,3.0,4,2.567164179104478,-0.17122186211633816,-0.664,6,1,Away
UWO,MIC,4001,4,S4,1,1,0,1,0,0,0,0,2,6,1,1,2,0,0,0,2,14,4.0,1,-1.0408163265306123,0.2023280512048233,0.05710000000000001,8,3,Home
UWO,VT,4009,4,S4,2,2,1,1,5,2,0,1,0,3,1,4,4,0,1,0,9,23,4.0,9,6.959183673469388,-0.527495935543918,-0.46149999999999997,10,4,Home
UWU,BDE,11014,11,S11,5,2,1,4,3,4,0,0,3,8,2,2,2,0,2,1,10,31,6.0,5,1.729613733905579,-0.028288662944996976,-0.239,11,3,Home
UWU,BSU,11001,11,S11,1,2,4,3,6,2,0,0,2,4,9,2,0,1,0,0,15,34,6.0,11,7.729613733905579,-0.628288662944997,-0.43579999999999997,10,5,Home
UWU,CSU,11009,11,S11,3,0,0,0,2,1,0,0,4,3,1,4,5,0,0,1,2,20,6.0,0,-3.270386266094421,0.41639530070817093,0.6558000000000002,15,9,Away
UWU,CSU,11018,11,S11,6,2,1,1,2,3,0,0,4,4,2,3,3,2,0,0,6,25,6.0,3,-0.27038626609442074,0.13341561958411924,0.042600000000000054,8,6,Home
UWU,KSU,11005,11,S11,2,0,0,0,5,2,0,0,3,6,2,2,3,2,1,0,5,23,6.0,0,-3.2703862660944205,0.42916053986513214,0.5347,8,6,Away
UWU,ZOO,11012,11,S11,4,1,1,6,5,7,0,0,5,8,5,2,1,0,4,3,13,41,8.0,10,5.639484978540773,-0.35970467134269707,-0.2030999999999999,15,6,Home
VAN,ULA,4010,4,S4,2,2,0,0,0,0,0,0,8,1,1,1,1,0,0,0,2,14,4.0,2,-0.04081632653061226,0.10232805120482329,-0.034199999999999994,3,2,Home
VAN,UNC,4006,4,S4,1,0,0,0,1,4,0,0,5,4,4,1,1,0,1,0,1,20,5.0,1,-2.1741496598639456,0.36478459381403766,0.6828000000000001,9,2,Home
VT,UOM,3009,3,S3,2,1,0,1,0,1,0,0,3,3,0,0,0,0,0,0,2,9,2.0,3,1.6779661016949152,-0.08022998319713763,-0.3181,2,0,Away
VT,UWO,4009,4,S4,2,0,1,2,2,1,0,0,2,6,1,1,2,0,0,0,5,18,4.0,3,0.9591836734693877,0.030398456505326743,0.0384,9,2,Away
