ID,Game ID,Season,Display Season,Session,Team,Franchise,Opponent,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
253,3061,3,S3,6,NYY,NYY,TBR,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,4,1.0,0,-0.525974025974026,0.070334649280007,0.16810000000000003,2,1,Home
253,3086,3,S3,8,NYY,NYY,CLE,0,0,0,2,1,0,0,3,0,2,3,0,1,0,0,2,11,3.0,0,-1.7348748812163448,0.22226491649879657,0.09280000000000001,5,2,Home
253,3097,3,S3,9,NYY,NYY,ARI,0,0,0,1,0,0,0,2,1,0,1,1,1,0,0,1,6,2.0,0,-1.2089008552423186,0.14749595554813846,0.4272,3,3,Away
253,3112,3,S3,10,NYY,NYY,HOU,0,0,0,1,1,0,0,1,2,1,0,1,0,1,1,1,7,2.0,1,-0.051948051948052076,0.045103610230665114,0.10949999999999999,4,1,Home
253,3142,3,S3,12,NYY,NYY,FLA,0,0,0,0,2,1,0,0,3,1,0,1,1,0,0,0,7,2.0,0,-2.8723021582733814,0.3182703975218958,1.6528000000000003,3,1,Home
253,3145,3,S3,13,NYY,NYY,TOR,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,5,1.6666666666666667,0,-0.8591132222465944,0.10808288057791493,0.2817,2,1,Home
253,3164,3,S3,14,NYY,NYY,TBR,0,0,1,0,1,0,0,5,4,0,0,0,0,0,0,1,11,3.0,0,-1.577922077922078,0.2065696361693699,0.18149999999999994,3,0,Away
253,3182,3,S3,16,NYY,NYY,BOS,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2,6,1.0,3,2.474025974025974,-0.2207967273786908,-0.6531999999999999,2,0,Home
253,4014,4,S4,1,MIL,MIL,SFG,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,2,6,1.0,2,1.4437244201909958,-0.11785677828660371,-0.4462,1,1,Away
253,4042,4,S4,3,MIL,MIL,MTL,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,4,1.0,0,-0.5562755798090041,0.07330466713589766,0.09439999999999998,1,1,Home
253,4072,4,S4,5,MIL,MIL,STL,0,0,0,1,1,0,0,2,1,1,1,0,1,0,0,1,7,2.0,0,-0.9246966324405831,0.12340460426530349,0.2688,3,1,Home
253,4113,4,S4,8,MIL,MIL,SEA,1,1,1,4,1,0,0,5,4,5,0,2,2,0,0,7,24,6.0,2,-1.3376534788540246,0.23982800281538594,-0.028508,10,2,Home
253,4147,4,S4,10,MIL,MIL,CHC,1,0,0,1,1,0,0,2,1,1,2,1,0,0,0,2,10,2.3333333333333335,1,0.3318932848264362,0.011003444404849495,0.0115,4,4,Home
253,4154,4,S4,11,MIL,MIL,TBR,0,0,0,0,1,0,0,4,2,1,0,0,0,0,1,0,9,3.0,0,-1.1439797310465796,0.15859074599215106,0.05360000000000001,2,0,Away
253,4178,4,S4,12,MIL,MIL,STL,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,3,0.3333333333333333,0,1.2187779053450698,-0.10861995866825905,-0.2166,0,0,Away
253,4194,4,S4,13,MIL,MIL,NYM,2,0,3,3,7,2,0,6,3,3,2,2,0,1,1,8,31,5.666666666666667,7,4.250581815263622,-0.2792220309976349,-0.2940999999999999,10,6,Home
253,4218,4,S4,15,MIL,MIL,PHI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3333333333333333,0,-0.3125827814569536,0.035677555434444674,0.0876,1,0,Home
254,3125,3,S3,11,NYY,NYY,KCR,1,2,0,2,1,0,0,2,0,0,0,1,1,0,0,5,9,1.3333333333333333,4,4.059391827684511,-0.3660303777325912,0.0,1,1,Away
256,7020,7,S7,2,BOS,BOS,HOU,0,2,2,2,2,0,0,3,2,1,0,4,1,0,0,6,18,3.6666666666666665,4,1.9349463289069098,-0.12032954516702199,-0.14130000000000004,5,4,Away
256,7064,7,S7,5,BOS,BOS,TOR,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,4,6,1.0,4,2.269409914430309,-0.20255262886847455,-0.1731,1,1,Away
256,7108,7,S7,8,BOS,BOS,SFG,0,0,1,4,3,1,0,3,3,0,2,4,0,2,0,5,20,4.0,3,0.9851540746673125,-0.009091411360024768,-0.36319999999999997,6,4,Home
256,7137,7,S7,10,BOS,BOS,TEX,0,0,0,1,2,1,0,2,1,0,1,2,2,0,0,1,9,2.6666666666666665,0,-2.694600067856992,0.30604255064753366,0.5988,3,2,Home
256,7186,7,S7,13,BOS,BOS,MIL,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,3,6,1.0,2,1.3840924541128483,-0.11402088283672854,-0.48849999999999993,2,0,Away
256,7203,7,S7,14,BOS,BOS,TOR,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0.3333333333333333,0,0.42978723404255315,-0.03484926921273655,-0.0731,1,1,Home
258,4003,4,S4,1,SEA,SEA,BAL,0,1,1,2,1,0,0,1,4,0,0,1,1,0,0,4,11,2.3333333333333335,1,-0.6681067151735638,0.11542272169359881,0.3687,3,2,Away
258,4023,4,S4,2,SEA,SEA,TEX,1,0,0,2,4,0,0,8,6,0,0,3,1,0,0,3,24,6.0,1,-2.3376534788540244,0.33982800281538594,0.12639999999999998,7,3,Home
258,4054,4,S4,4,SEA,SEA,HOU,0,0,0,3,3,0,0,2,3,0,1,1,1,1,0,3,13,2.6666666666666665,2,1.1220725023332623,-0.050337368190835834,-0.379,3,2,Away
